0.08115051,0.04365112,0.0433239,0.06334975,0.05844146,0.03455441,0.00412297,0.05111173,0.03880827,0.02460693,0.02513048,0.02984245,0.05307505,0.04541811,0.04581077,0.06806172,0.09388381,0.05203608,-0.03657996,-0.05649447,-0.00342777,0.05042568,0.03657665,0.0126654,-0.00525681,0.00890177,0.00922457,0.02668705,0.04254144,0.00922903,0.00138837,0.00461551,0.0120019,0.03112212
0.05882585,0.04173456,0.04431813,0.06061448,0.05703723,0.04928653,0.00457093,0.06260184,0.03696489,0.02583568,0.03199649,0.04074088,0.05266504,0.05683849,0.0546524,0.08645016,0.09450264,0.0313314,-0.03741109,-0.06613888,0.00821033,0.04962357,0.02130804,0.00900383,-0.00302316,0.00949817,0.01324281,0.02551753,0.02552983,0.00750207,0.0051626,0.00225995,0.01669443,0.02205236
0.02759372,0.0490555,0.09504502,0.02759372,0.06131937,0.11344083,0.0582534,0.07971518,0.08891309,0.07971518,0.14103455,0.04292356,0.01839581,0.07051728,0.0582534,0.03065968,0.11217879,-0.00528618,-0.17778554,-0.01633816,0.00554648,-0.01354447,0.02917042,0.03573773,-0.00393757,-0.00037528,-0.00755051,-0.02525252,0.02321745,0.00975115,-0.00927918,0.00704567,0.00174634,-0.00747391
0.08660586,0.04968441,0.06609394,0.04991232,0.07133588,0.06039619,0.0157258,0.07384289,0.0560659,0.05219142,0.05880082,0.04444248,0.03828891,0.05925664,0.07065215,0.05469844,0.0851976,0.04047097,-0.07718242,-0.0554207,-0.01347259,0.03118333,0.01057531,0.01497751,-0.0152217,0.00278099,-0.00868791,0.01527141,0.01892977,0.00696754,-0.00623585,-0.00176315,0.01237271,0.03126313
0.07187631,0.01925258,0.03722166,0.01754124,0.03080413,0.05390723,0.01240722,0.04278352,0.02823712,0.02952063,0.03123197,0.02010825,0.01497423,0.03722166,0.02823712,0.03636599,0.07978366,0.08032396,-0.04760227,-0.02199804,0.00998067,0.04610753,0.03214456,0.07298748,-0.00844436,0.00451139,0.01083732,0.04058722,0.05063189,0.07850282,-0.0005295,0.00674342,0.01678114,0.03696024
0.05673562,0.05208039,0.07593844,0.04364278,0.0779751,0.07710225,0.01396569,0.08263033,0.06371846,0.05935418,0.06750083,0.04771611,0.02996804,0.06313656,0.08088462,0.05935418,0.07138646,0.03596477,-0.07819715,-0.07506419,-0.00920637,0.02325902,0.00136805,0.01271562,-0.01900424,0.00133938,0.01170266,0.00088814,0.01859547,0.00208979,0.01314726,0.01464158,0.00508469,0.01758549
0.06820671,0.04634463,0.06888054,0.04799177,0.06618522,0.06034535,0.01325202,0.06970412,0.05757515,0.04889021,0.07067743,0.0421519,0.03945657,0.05390651,0.0664847,0.05787463,0.08582819,0.03299368,-0.06776645,-0.0551457,-0.00093978,0.03138567,0.01264692,0.00669381,-0.01909151,0.00397867,0.00384822,0.01155649,0.01842374,0.01323603,0.00580763,0.00860748,0.00663202,0.02337745
0.05677212,0.04396718,0.07483718,0.04317019,0.06893947,0.07040061,0.02064199,0.0710382,0.05871146,0.06171344,0.08652634,0.05512501,0.03432362,0.05496561,0.08007074,0.05746284,0.08768974,0.03503147,-0.08474314,-0.06810163,0.00011852,0.03203172,0.0103052,0.01070439,-0.02291167,0.01635112,-0.00207164,0.0117016,0.01616775,0.0100259,0.00051192,-0.00842962,0.0024624,0.01448997
0.05190686,0.03460457,0.05159227,0.04687347,0.04561512,0.04152549,0.0025167,0.07329877,0.0386942,0.0267399,0.03963796,0.05159227,0.04876099,0.05977153,0.06323199,0.08116345,0.07956377,0.04447133,-0.03975098,-0.05724693,0.00909707,0.03470023,0.02038756,0.00874535,-0.00219783,0.00385416,0.02909358,0.03176059,0.02621231,0.01748869,0.00032895,-0.0012189,0.00921849,0.027967
0.06862886,0.02960461,0.0484439,0.06862886,0.06190054,0.05382656,0.01211098,0.05382656,0.04440691,0.03902425,0.0336416,0.04036992,0.04171558,0.05920921,0.0632462,0.10630745,0.10726994,0.03099569,-0.0534128,-0.03823257,-0.00040253,0.03018786,0.02927387,-0.05037427,-0.02167152,-0.00144354,0.00872168,0.00832817,0.04008043,0.0252555,0.01753309,-0.00801024,0.00378219,0.04722707
