0.07333217,0.03944561,0.03914992,0.05724641,0.05281099,0.03122531,0.00372575,0.04618744,0.03506934,0.02223621,0.02270932,0.02696732,0.04796161,0.04104236,0.04139719,0.0615044,0.0848387,0.04702273,-0.03305571,-0.05105158,-0.00309753,0.04556749,0.03305272,0.01144517,-0.00475035,0.00804414,0.00833584,0.02411592,0.03844285,0.00833987,0.00125461,0.00417083,0.01084559,0.0281237,0.03836153,0.01375762,0.00287485,0.00628632,0.00599659,0.02906675
0.05361364,0.0380367,0.04039135,0.05524378,0.05198349,0.04491953,0.00416592,0.05705505,0.03368965,0.02354653,0.02916147,0.03713106,0.04799869,0.05180236,0.04980997,0.07879031,0.0861293,0.02855531,-0.03409631,-0.0602787,0.00748286,0.04522671,0.01942006,0.00820606,-0.0027553,0.00865659,0.01206944,0.02325657,0.02326778,0.00683735,0.00470517,0.00205971,0.01521523,0.02009843,0.02708336,0.01496787,0.00176403,0.0090516,0.01187815,0.0238592
0.02791448,0.04962575,0.09614988,0.02791448,0.06203218,0.11475954,0.05893057,0.08064184,0.08994667,0.08064184,0.14267402,0.04342253,0.01860966,0.07133701,0.05893057,0.03101609,0.11348282,-0.00534763,-0.17985223,-0.01652808,0.00561096,-0.01370192,0.02950951,0.03615317,-0.00398335,-0.00037964,-0.00763828,-0.02554607,0.02348734,0.00986451,-0.00938704,0.00712757,0.00176664,-0.00756079,0.02885708,-0.00985812,-0.03653422,-0.00959179,-0.00696424,0.02246668
0.07944236,0.04557483,0.06062706,0.04578389,0.06543542,0.05540059,0.01442506,0.06773506,0.05142848,0.04787447,0.05393718,0.04076647,0.03512189,0.0543553,0.06480824,0.05017412,0.07815058,0.03712347,-0.07079837,-0.05083664,-0.01235822,0.02860404,0.00970059,0.01373866,-0.01396266,0.00255096,-0.0079693,0.01400825,0.01736401,0.00639123,-0.00572006,-0.00161731,0.01134932,0.02867724,0.02515786,0.00964863,0.00842348,0.00923558,0.00877756,0.02147068
0.06030417,0.0161529,0.03122894,0.01471709,0.02584464,0.04522813,0.01040965,0.03589534,0.02369092,0.02476778,0.0262036,0.01687081,0.01256337,0.03122894,0.02369092,0.03051104,0.06693843,0.06739174,-0.03993827,-0.01845634,0.00837378,0.03868418,0.02696926,0.06123644,-0.00708481,0.00378505,0.00909251,0.03405265,0.04248011,0.0658638,-0.00044425,0.00565772,0.01407936,0.03100961,0.04443604,0.06856867,0.00217511,0.0123325,0.00350611,0.02998234
0.05616521,0.05155678,0.07517497,0.043204,0.07719115,0.07632707,0.01382528,0.08179958,0.06307785,0.05875745,0.06682219,0.04723638,0.02966675,0.06250179,0.08007142,0.05875745,0.07066875,0.03560318,-0.07741097,-0.07430951,-0.00911381,0.02302518,0.0013543,0.01258778,-0.01881318,0.00132591,0.01158501,0.00087922,0.01840852,0.00206878,0.01301508,0.01449438,0.00503357,0.01740869,0.00672358,0.00111437,-0.00768632,-0.0026531,0.00527642,0.00727887
0.06451388,0.04383545,0.06515123,0.04539341,0.06260183,0.05707814,0.01253453,0.06593021,0.05445793,0.04624321,0.06685083,0.03986972,0.03732032,0.05098792,0.0628851,0.0547412,0.0811813,0.03120734,-0.06409745,-0.05216002,-0.0008889,0.02968639,0.01196219,0.00633139,-0.01805786,0.00376326,0.00363987,0.0109308,0.01742624,0.01251941,0.00549319,0.00814145,0.00627295,0.02211176,0.01589284,0.01070659,0.00200275,-0.00185469,0.01010249,0.01729177
0.05347499,0.04141372,0.0704909,0.04066301,0.0649357,0.06631199,0.01944318,0.06691255,0.0553017,0.05812934,0.08150119,0.05192354,0.03233022,0.0517734,0.07542051,0.0541256,0.08259703,0.03299696,-0.07982155,-0.06414652,0.00011163,0.03017143,0.00970671,0.01008272,-0.02158104,0.0154015,-0.00195133,0.01102201,0.01522878,0.00944363,0.00048219,-0.00794006,0.00231939,0.01364845,0.01590867,0.01039417,0.00405715,0.00570762,0.00862779,0.01338112
0.04713007,0.03142005,0.04684444,0.04255988,0.04141734,0.03770406,0.00228509,0.06655338,0.03513333,0.02427913,0.03599024,0.04684444,0.04427371,0.05427099,0.057413,0.0736943,0.07224183,0.04037881,-0.03609285,-0.05197872,0.0082599,0.0315069,0.01851137,0.00794055,-0.00199557,0.00349948,0.02641621,0.02883779,0.0238001,0.01587928,0.00029867,-0.00110673,0.00837015,0.02539331,0.02244404,0.00690158,0.00086908,0.01486604,0.02176814,0.0251772
0.05709174,0.02462781,0.04030005,0.05709174,0.05149451,0.04477783,0.01007501,0.04477783,0.03694171,0.03246393,0.02798615,0.03358338,0.03470282,0.04925562,0.05261395,0.08843622,0.08923691,0.02578504,-0.04443363,-0.03180533,-0.00033486,0.02511302,0.02435268,-0.04190591,-0.01802834,-0.00120087,0.00725549,0.00692813,0.03334255,0.02100982,0.01458562,-0.00666365,0.00314637,0.03928778,0.03993072,0.05903415,-0.00840453,-0.00072697,0.02830875,0.04996677
